,ID,Latitude,Longitude,nasapid,LatNP,LonNP,geometry,aoi_area,total_flooding_area,flooding_date,2021-07-04,2021-07-09,2021-07-16,2021-07-21,2021-07-28,2021-08-02,2021-08-09,2021-08-14,2021-08-21,2021-08-26,2021-09-02,2021-09-07,2021-09-14,2021-09-19,2021-09-26,2021-10-01,2021-10-08
0,5509970,16.2916666667,-15.875,152969,16.25,-15.75,"MULTIPOLYGON (((-15.916666666666686 16.25, -15.916666666666686 16.33333333333337, -15.833333333333314 16.33333333333337, -15.833333333333314 16.25, -15.916666666666686 16.25)))",1114.78,18.910000000000007,2021-07-04,0.01671181757835627,0.01671181757835627,0.01680152137641508,0.01680152137641508,0.016909165934085653,0.016909165934085653,0.016954017833115058,0.016954017833115058,0.01696298821292094,0.01696298821292094,0.01696298821292094,0.01696298821292094,0.01696298821292094,0.01696298821292094,0.01696298821292094,0.01696298821292094,0.01696298821292094
1,5509969,16.2916666667,-15.9583333333,152969,16.25,-15.75,"MULTIPOLYGON (((-16 16.25, -16 16.33333333333337, -15.916666666666686 16.33333333333337, -15.916666666666686 16.25, -16 16.25)))",6401.76,65.89000000000001,2021-08-14,0.001588625627952313,0.003405313538776836,0.003630251680787783,0.005178263477543675,0.005471932718502412,0.005478181000224938,0.005760915748169253,0.008841318637374721,0.008913173877183773,0.009530191697283245,0.009541126190297667,0.010103471545325034,0.01019719577116293,0.010219064757191771,0.010220626827622403,0.010283109644847665,0.010292482067431455
2,5505644,16.2083333333,-16.375,152968,16.25,-16.25,"MULTIPOLYGON (((-16.416666666666686 16.166666666666686, -16.416666666666686 16.25, -16.333333333333314 16.25, -16.333333333333314 16.166666666666686, -16.416666666666686 16.166666666666686)))",6766.410000000001,243.02,2021-10-01,0.0,0.0037760052967526353,0.0037760052967526353,0.008073705258770898,0.008073705258770898,0.008585054704045423,0.008585054704045423,0.012426087097884992,0.012426087097884992,0.01682576137124413,0.01682576137124413,0.01901894800935799,0.01901894800935799,0.019536209008913147,0.019536209008913147,0.035915648031969685,0.035915648031969685
3,5505643,16.2083333333,-16.4583333333,152968,16.25,-16.25,"MULTIPOLYGON (((-16.5 16.166666666666686, -16.5 16.25, -16.416666666666686 16.25, -16.416666666666686 16.166666666666686, -16.5 16.166666666666686)))",1883.63,14.64,2021-07-04,0.004921348672509994,0.005701756714429055,0.005701756714429055,0.006445002468637684,0.006445002468637684,0.006445002468637684,0.006445002468637684,0.006445002468637684,0.006445002468637684,0.006673285093144621,0.006673285093144621,0.007177630426357619,0.007177630426357619,0.0071935571210906615,0.0071935571210906615,0.007772227029724523,0.007772227029724523
4,5527255,16.625,-15.4583333333,153690,16.75,-15.25,"MULTIPOLYGON (((-15.5 16.583333333333314, -15.5 16.6666666666668, -15.416666666666686 16.6666666666668, -15.416666666666686 16.583333333333314, -15.5 16.583333333333314)))",223.70000000000002,5.99,2021-08-09,0.005632543585158694,0.005632543585158694,0.00889584264640143,0.00889584264640143,0.010996870809119355,0.010996870809119355,0.018819848010728654,0.018819848010728654,0.020473848904783192,0.020473848904783192,0.02056325435851587,0.02056325435851587,0.020607957085382208,0.020607957085382208,0.024184175234689315,0.024184175234689315,0.02677693339293697
5,5505648,16.2083333333,-16.0416666667,152968,16.25,-16.25,"MULTIPOLYGON (((-16.08333333333337 16.166666666666686, -16.08333333333337 16.25, -16 16.25, -16 16.166666666666686, -16.08333333333337 16.166666666666686)))",6196.900000000001,63.02,2021-08-14,0.0015895044296341718,0.003906792105730285,0.004047184882763963,0.006085300714873567,0.0061901918701286135,0.0061901918701286135,0.006304765285868741,0.009294970065678,0.009294970065678,0.009727444367344963,0.009727444367344963,0.010048572673433492,0.010096983975858898,0.010122803337152448,0.010122803337152448,0.010169600929497008,0.010169600929497008
6,5505647,16.2083333333,-16.125,152968,16.25,-16.25,"MULTIPOLYGON (((-16.16666666666663 16.166666666666686, -16.16666666666663 16.25, -16.08333333333337 16.25, -16.08333333333337 16.166666666666686, -16.16666666666663 16.166666666666686)))",8602.560000000001,49.220000000000006,2021-07-09,0.0010961853215786927,0.0030037570211657923,0.003104889707249935,0.004826470260015623,0.004903191608079455,0.004903191608079455,0.004956664062790611,0.0050008369601606956,0.00521821411300822,0.0054042052598296305,0.0054042052598296305,0.005620419968009521,0.005633206859353493,0.005698303760740987,0.005698303760740987,0.005721552654093663,0.005721552654093663
7,5505646,16.2083333333,-16.2083333333,152968,16.25,-16.25,"MULTIPOLYGON (((-16.25 16.166666666666686, -16.25 16.25, -16.16666666666663 16.25, -16.16666666666663 16.166666666666686, -16.25 16.166666666666686)))",8592.73,198.92000000000002,2021-10-01,0.001652559780186274,0.0049250936547523315,0.005701331241642645,0.007309667591091539,0.007708842242221041,0.00788224464169129,0.008158059196553366,0.009915358681117644,0.01003871877738507,0.012908586677342359,0.01312388495856381,0.016018192122875967,0.016291679128751863,0.01654538196824525,0.016776973092369946,0.022834419328897803,0.023149802216524903
8,5505645,16.2083333333,-16.2916666667,152968,16.25,-16.25,"MULTIPOLYGON (((-16.333333333333314 16.166666666666686, -16.333333333333314 16.25, -16.25 16.25, -16.25 16.166666666666686, -16.333333333333314 16.166666666666686)))",8602.2,644.11,2021-07-09,0.0032328939108600126,0.022743019227639442,0.023838087930994397,0.033847155378856575,0.03427495291902072,0.03645346539257399,0.03667433912255005,0.042505405593917835,0.042585617632698615,0.05303875752714422,0.05307595731324545,0.05765153100369673,0.05782358001441492,0.058481551231080425,0.058603613029225086,0.07465299574527447,0.07487735695519751
9,5522926,16.5416666667,-16.2083333333,153688,16.75,-16.25,"MULTIPOLYGON (((-16.25 16.5, -16.25 16.583333333333314, -16.16666666666663 16.583333333333314, -16.16666666666663 16.5, -16.25 16.5)))",1952.7800000000002,348.13,2021-08-14,0.0047624412376202135,0.0050645746064584855,0.005095300033797971,0.010026731121785353,0.010462008009094727,0.010497854340990792,0.01516299839203597,0.10443572752691035,0.11587070740175545,0.13627751205973024,0.16890279498970698,0.17340407009494158,0.17420293120576819,0.17669681172482307,0.17670705353393623,0.17821259947357102,0.17827405032824997
