,ID,Latitude,Longitude,nasapid,LatNP,LonNP,geometry,aoi_area,total_flooding_area,flooding_date,2020-07-02,2020-07-09,2020-07-14,2020-07-21,2020-07-26,2020-08-02,2020-08-07,2020-08-14,2020-08-19,2020-08-26,2020-08-31,2020-09-07,2020-09-12,2020-09-19,2020-09-24,2020-10-01,2020-10-06
0,5509970,16.2916666667,-15.875,152969,16.25,-15.75,"MULTIPOLYGON (((-15.916666666666686 16.25, -15.916666666666686 16.33333333333337, -15.833333333333314 16.33333333333337, -15.833333333333314 16.25, -15.916666666666686 16.25)))",1114.78,21.180000000000003,2020-07-02,0.01664005453990922,0.017411507203214983,0.017411507203214983,0.017429447962826746,0.017429447962826746,0.017725470496420818,0.017725470496420818,0.018281634044385438,0.018281634044385438,0.018452071260697176,0.018452071260697176,0.018990294049050036,0.018990294049050036,0.018999264428855918,0.018999264428855918,0.018999264428855918,0.018999264428855918
1,5509969,16.2916666667,-15.9583333333,152969,16.25,-15.75,"MULTIPOLYGON (((-16 16.25, -16 16.33333333333337, -15.916666666666686 16.33333333333337, -15.916666666666686 16.25, -16 16.25)))",6401.76,69.87,2020-07-02,0.00507360475869136,0.005824960635825148,0.006577878583389568,0.006710654569993252,0.007511996700907251,0.007583851940716303,0.00863981155182325,0.008811639299192722,0.010290919997000825,0.01042525805403514,0.010768913548774087,0.010856389492889454,0.01088138261977956,0.010886068831071453,0.010909499887530927,0.01091418609882282,0.01091418609882282
2,5505644,16.2083333333,-16.375,152968,16.25,-16.25,"MULTIPOLYGON (((-16.416666666666686 16.166666666666686, -16.416666666666686 16.25, -16.333333333333314 16.25, -16.333333333333314 16.166666666666686, -16.416666666666686 16.166666666666686)))",6766.410000000001,222.31,2020-07-02,0.0110738190561908,0.0110738190561908,0.014311872913406075,0.014311872913406075,0.016633635857123644,0.016633635857123644,0.020541173236620303,0.020541173236620303,0.02928879568338306,0.02928879568338306,0.03144060144153251,0.03144060144153251,0.03193864988967562,0.03193864988967562,0.03224752860083855,0.03224752860083855,0.03285494080317332
3,5505643,16.2083333333,-16.4583333333,152968,16.25,-16.25,"MULTIPOLYGON (((-16.5 16.166666666666686, -16.5 16.25, -16.416666666666686 16.25, -16.416666666666686 16.166666666666686, -16.5 16.166666666666686)))",1883.63,15.73,2020-07-02,0.005648667731985581,0.005648667731985581,0.005961892728402075,0.005961892728402075,0.006476855858103768,0.006476855858103768,0.006641431703678535,0.006641431703678535,0.006890949921162861,0.006890949921162861,0.007342206271932386,0.007342206271932386,0.0076979024543036585,0.0076979024543036585,0.007910258384077553,0.007910258384077553,0.008350896938358382
4,5527255,16.625,-15.4583333333,153690,16.75,-15.25,"MULTIPOLYGON (((-15.5 16.583333333333314, -15.5 16.6666666666668, -15.416666666666686 16.6666666666668, -15.416666666666686 16.583333333333314, -15.5 16.583333333333314)))",223.70000000000002,9.06,2020-08-14,0.0,0.007599463567277604,0.007599463567277604,0.014528386231560126,0.014528386231560126,0.02123379526151095,0.02123379526151095,0.03442109968708091,0.03442109968708091,0.036253911488600805,0.036253911488600805,0.03822083147071972,0.03822083147071972,0.040277156906571306,0.040277156906571306,0.040500670540903,0.040500670540903
5,5505648,16.2083333333,-16.0416666667,152968,16.25,-16.25,"MULTIPOLYGON (((-16.08333333333337 16.166666666666686, -16.08333333333337 16.25, -16 16.25, -16 16.166666666666686, -16.08333333333337 16.166666666666686)))",6196.900000000001,59.35000000000001,2020-07-02,0.005739966757572334,0.006007842630992915,0.006956704158530878,0.007018025141603059,0.007981410059868643,0.008102438315932159,0.008341267407897496,0.008367086769191047,0.009427294292307443,0.009441817683035064,0.009451499943520146,0.009451499943520146,0.009451499943520146,0.009451499943520146,0.009464409624166921,0.009464409624166921,0.009577369329826203
6,5505647,16.2083333333,-16.125,152968,16.25,-16.25,"MULTIPOLYGON (((-16.16666666666663 16.166666666666686, -16.16666666666663 16.25, -16.08333333333337 16.25, -16.08333333333337 16.166666666666686, -16.16666666666663 16.166666666666686)))",8602.560000000001,38.31,2020-07-02,0.0028061414276680428,0.0028398523230294234,0.0030549045865416805,0.003059554365212216,0.0036779749283934082,0.00368146226239631,0.0038023565078302273,0.003818630733177101,0.00400694676933378,0.00400694676933378,0.004024383439348287,0.004442863519696463,0.004453325521705167,0.004453325521705167,0.004453325521705167,0.004453325521705167,0.004453325521705167
7,5505646,16.2083333333,-16.2083333333,152968,16.25,-16.25,"MULTIPOLYGON (((-16.25 16.166666666666686, -16.25 16.25, -16.16666666666663 16.25, -16.16666666666663 16.166666666666686, -16.25 16.166666666666686)))",8592.73,298.84,2020-08-07,0.00855490629869669,0.008962227371277814,0.011125684153930126,0.011429429296626336,0.013604523824209538,0.013691806911191207,0.02238403860007239,0.0237491460804657,0.028712644293489964,0.02960525932968917,0.030606105393745645,0.031567383125037096,0.03167794170188054,0.03167794170188054,0.03320946893478557,0.033265330110453836,0.03477823695146944
8,5505645,16.2083333333,-16.2916666667,152968,16.25,-16.25,"MULTIPOLYGON (((-16.333333333333314 16.166666666666686, -16.333333333333314 16.25, -16.25 16.25, -16.25 16.166666666666686, -16.333333333333314 16.166666666666686)))",8602.2,725.73,2020-07-02,0.021323614889214387,0.021735137522959243,0.02545395363976657,0.025794564181255957,0.030749110692613518,0.03096300946269559,0.04714026644346795,0.0495675524865732,0.06914975238892376,0.07044941991583549,0.07349980237613635,0.07429843528399713,0.0749796563669759,0.07511334309827719,0.07856129827253494,0.07866476017762898,0.08436562739764246
9,5522926,16.5416666667,-16.2083333333,153688,16.75,-16.25,"MULTIPOLYGON (((-16.25 16.5, -16.25 16.583333333333314, -16.16666666666663 16.583333333333314, -16.16666666666663 16.5, -16.25 16.5)))",1952.7800000000002,472.21,2020-08-19,0.006119480945114145,0.006590604164319586,0.007353618943250136,0.008111512817624105,0.009473673429674617,0.009893587603314248,0.04020934257827302,0.08301498376673255,0.15055971486803427,0.1952908161697682,0.21772037812759243,0.23249418777332825,0.23483956206024229,0.23507000276528842,0.23709788096969445,0.2371081227788076,0.24181423406630542
