,ID,geometry,latitude,longitude,aoi_area,date,p,year,2022-08-02,2022-08-05,2022-08-07,2022-08-10,2022-08-12,2022-08-15,2022-08-17,2022-08-20,2022-08-22,2022-08-25,2022-08-27,2022-08-30,2022-09-01,2022-09-04,2022-09-06,2022-09-11,2022-09-16,2022-09-19,2022-09-24,2022-09-26,2022-09-29
0,5509970,"MULTIPOLYGON (((-15.916666666666686 16.25, -15.916666666666686 16.33333333333337, -15.833333333333314 16.33333333333337, -15.833333333333314 16.25, -15.916666666666686 16.25)))",16.2916666667,-15.875,1114.78,2022-08-02,0.0,2022.0,0.07542633985280187,0.11547019494415037,0.1760316557667179,0.26277075335580086,0.37779453454470563,0.5177805186420784,0.6739622538605161,0.8347238105485456,0.9892661086897689,1.1300391976120827,1.2532287639497233,1.3579965665640399,1.445375097603537,1.5173273905564797,1.576116190960401,1.6239458222069654,1.6627918232308272,1.6943425358865434,1.7199999999999682,1.7409080909903807,1.7579900977539162
1,5509969,"MULTIPOLYGON (((-16 16.25, -16 16.33333333333337, -15.916666666666686 16.33333333333337, -15.916666666666686 16.25, -16 16.25)))",16.2916666667,-15.9583333333,6401.76,2022-08-02,0.0003483417060308,2022.0,0.5902669050466662,1.7729344642000233,4.325253885055684,9.010625046885064,16.303911754868224,25.501054400258557,34.91379305560897,43.109369678446505,49.51489099003471,54.198837007181474,57.4922283780578,59.75698561310778,61.29586021561288,62.33545227496535,63.03627082098512,63.50875965953777,63.82775813730372,64.04359292702601,64.18999999999944,64.28958306509055,64.35750422198721
2,5505644,"MULTIPOLYGON (((-16.416666666666686 16.166666666666686, -16.416666666666686 16.25, -16.333333333333314 16.25, -16.333333333333314 16.166666666666686, -16.416666666666686 16.166666666666686)))",16.2083333333,-16.375,6766.410000000001,2022-08-02,0.0086293913611501,2022.0,35.04923805777014,43.199685329393674,52.573356993058205,62.91728909629339,73.72122269013643,84.39498024188578,94.45562564567437,103.60866060680436,111.73481782794215,118.83727558088883,124.98844225525187,130.2911864950374,134.85529374130405,138.78514068108538,142.1743341672293,145.10419675862767,147.6441551801967,149.85293607511278,151.7799999999996,153.46694361847267,154.94875886604072
3,5505643,"MULTIPOLYGON (((-16.5 16.166666666666686, -16.5 16.25, -16.416666666666686 16.25, -16.416666666666686 16.166666666666686, -16.5 16.166666666666686)))",16.2083333333,-16.4583333333,1883.63,2022-08-02,0.0122157748602432,2022.0,9.643036208493228,16.409468604998743,22.451936004034533,26.899831370673994,29.868675117092028,31.761747148936742,32.94623322065311,33.68345675987678,34.14307801670398,34.43112418588147,34.61289287755121,34.72846941926863,34.80252712538465,34.85033971130731,34.881430677600086,34.90178508500876,34.91519458521022,34.92408030187752,34.93000000000002,34.933963191429235,34.93662852605678
4,5527255,"MULTIPOLYGON (((-15.5 16.583333333333314, -15.5 16.6666666666668, -15.416666666666686 16.6666666666668, -15.416666666666686 16.583333333333314, -15.5 16.583333333333314)))",16.625,-15.4583333333,223.7,2022-08-02,0.005543138131426,2022.0,6.136367142543231,7.792742894499023,9.857262443595443,12.229825470746047,14.740620403248256,17.21621951853826,19.527904465848913,21.604968497641504,23.42457088155817,24.994471904217068,26.33804557735142,27.4842745398311,28.46214908245543,29.298038827109732,30.014781480545125,30.631644645934315,31.164668210781233,31.627128285822423,32.03,32.38236932515586,32.69178004892422
5,5505648,"MULTIPOLYGON (((-16.08333333333337 16.166666666666686, -16.08333333333337 16.25, -16 16.25, -16 16.166666666666686, -16.08333333333337 16.166666666666686)))",16.2083333333,-16.0416666667,6196.900000000001,2022-08-02,0.0001968726298633,2022.0,2.3184212803054782,7.6590966724211595,19.736061609178094,39.61582436845196,62.9917638697154,84.12699587637915,100.34472705985574,111.73056311373516,119.38550756355971,124.43828200967023,127.75502065669691,129.93407289978768,131.3713009331502,132.3242298388513,132.95964359588697,133.38572678066842,133.6729694838988,133.8675703025548,133.99999999999983,134.090484187066,134.15253045516033
6,5505647,"MULTIPOLYGON (((-16.16666666666663 16.166666666666686, -16.16666666666663 16.25, -16.08333333333337 16.25, -16.08333333333337 16.166666666666686, -16.16666666666663 16.166666666666686)))",16.2083333333,-16.125,8602.560000000001,2022-08-02,0.0009927277461592,2022.0,3.251774502831927,8.256143167689943,18.907010288923917,35.10164170504156,52.85219239584665,67.97145018539968,78.91954035252462,86.14965380294929,90.70259830675641,93.50759569183786,95.22255348378954,96.27123310672337,96.91531391633265,97.31353549567415,97.56166910343944,97.71756191580866,97.81632112768253,97.87939742687416,97.91999999999938,97.9463307552757,97.96352561281022
7,5505646,"MULTIPOLYGON (((-16.25 16.166666666666686, -16.25 16.25, -16.16666666666663 16.25, -16.16666666666663 16.166666666666686, -16.25 16.166666666666686)))",16.2083333333,-16.2083333333,8592.73,2022-08-02,0.0041011413136453,2022.0,20.817433813879035,25.48651635731357,31.05446792862186,37.58761469035638,45.01849321068559,53.05010365853015,61.23314548633238,69.12889411807483,76.42197440315893,82.94607783811556,88.65561936518297,93.58251572691276,97.79912705485586,101.39309906248802,104.45270740360395,107.05947791388056,109.28521412988529,111.19143575336952,112.82999999999964,114.24421017572148,115.47004493632986
8,5505645,"MULTIPOLYGON (((-16.333333333333314 16.166666666666686, -16.333333333333314 16.25, -16.25 16.25, -16.25 16.166666666666686, -16.333333333333314 16.166666666666686)))",16.2083333333,-16.2916666667,8602.2,2022-08-02,0.0028050963706958,2022.0,5.373503194320452,8.206514838044408,12.475346829404812,18.721404226158796,27.471543505059177,38.767706170424596,51.72600928559203,64.86656723806763,76.9034226985298,87.16855270473891,95.54303392675368,102.21336921996497,107.47293828004454,111.61450236234155,114.88804068269933,117.4923042220003,119.5800136612967,121.26682032782988,122.63999999999945,123.76561655274593,124.6940219916699
9,5522926,"MULTIPOLYGON (((-16.25 16.5, -16.25 16.583333333333314, -16.16666666666663 16.583333333333314, -16.16666666666663 16.5, -16.25 16.5)))",16.5416666667,-16.2083333333,1952.78,2022-08-02,0.0061655690861233,2022.0,2.661856335436811,4.513871055202831,7.743802572642351,13.330611520431164,22.354877879285837,35.85955147733055,54.97882111701383,80.26296234819654,110.32978808232437,141.89313651302473,171.5085077443048,197.03062698929395,217.79579001311222,234.10045459774113,246.65150666842362,256.22492693380906,263.5111373752048,269.0690954036596,273.3299999999999,276.61823316116386,279.17486800950184
