,ID,geometry,latitude,longitude,aoi_area,date,p,year,2022-07-04,2022-07-16,2022-07-28,2022-08-04,2022-08-09,2022-08-16,2022-08-21,2022-08-28,2022-09-02,2022-09-09,2022-09-14,2022-09-21,2022-09-26
0,5509970,"MULTIPOLYGON (((-15.916666666666686 16.25, -15.916666666666686 16.33333333333337, -15.833333333333314 16.33333333333337, -15.833333333333314 16.25, -15.916666666666686 16.25)))",16.2916666667,-15.875,1114.78,2022-07-04,0.0164337358043739,2022.0,8.141387445410714,10.019117788404998,11.818699440123435,13.427972681077948,14.806028984263543,15.957363822216715,16.908304843567755,17.69188272233481,18.33999999999998,18.880228937874573,19.335069406258103,19.72231679973302,20.055816401007622
1,5509969,"MULTIPOLYGON (((-16 16.25, -16 16.33333333333337, -15.916666666666686 16.33333333333337, -15.916666666666686 16.25, -16 16.25)))",16.2916666667,-15.9583333333,6401.76,2022-07-04,0.0017026567693884,2022.0,3.5047991526132183,4.327174695109573,5.307390882606272,6.49984630198122,8.01767181251782,10.109029126828535,13.14435059716431,17.406564864379035,22.899999999999938,29.38707629473197,36.56036482884677,44.17692242631434,52.100165769556796
2,5505644,"MULTIPOLYGON (((-16.416666666666686 16.166666666666686, -16.416666666666686 16.25, -16.333333333333314 16.25, -16.333333333333314 16.166666666666686, -16.416666666666686 16.166666666666686)))",16.2083333333,-16.375,6766.410000000001,2022-07-04,0.0016892266356901,2022.0,7.870626698957148,11.624249929123149,16.612154589654835,22.94916508764509,30.755159247851278,40.184876146295224,51.4281167453819,64.68463832847206,80.1299999999997,97.88834743315128,118.02088379313983,140.53064787664457,165.37881522573076
3,5505643,"MULTIPOLYGON (((-16.5 16.166666666666686, -16.5 16.25, -16.416666666666686 16.25, -16.416666666666686 16.166666666666686, -16.5 16.166666666666686)))",16.2083333333,-16.4583333333,1883.63,2022-07-04,0.0074271486438419,2022.0,8.536550111643015,9.890132347825237,11.456867819019054,13.352024492140002,15.648239398894734,18.29465469407167,21.139383682949966,24.011055313617664,26.779999999999994,29.375033123153166,31.772375265437763,33.977192211729275,36.00834646514689
4,5527255,"MULTIPOLYGON (((-15.5 16.583333333333314, -15.5 16.6666666666668, -15.416666666666686 16.6666666666668, -15.416666666666686 16.583333333333314, -15.5 16.583333333333314)))",16.625,-15.4583333333,223.7,2022-07-04,0.0,2022.0,0.1040197389192455,1.9457884413329354,8.927991762299127,18.470956085067183,25.399218248006278,29.06479656809625,30.75843786362868,31.500637599958157,31.819999999999997,31.956866048844663,32.01562926676558,32.040966875245644,32.05194930687708
5,5505648,"MULTIPOLYGON (((-16.08333333333337 16.166666666666686, -16.08333333333337 16.25, -16 16.25, -16 16.166666666666686, -16.08333333333337 16.166666666666686)))",16.2083333333,-16.0416666667,6196.900000000001,2022-07-04,0.0031451209475705,2022.0,26.278609475549292,44.417754328324406,56.737346814539926,63.723939750572725,67.42377220002142,69.34126471931027,70.33301185019134,70.84904633255265,71.11999999999954,71.26367951402078,71.34060465369355,71.38215766510419,71.40478367621878
6,5505647,"MULTIPOLYGON (((-16.16666666666663 16.166666666666686, -16.16666666666663 16.25, -16.08333333333337 16.25, -16.08333333333337 16.166666666666686, -16.16666666666663 16.166666666666686)))",16.2083333333,-16.125,8602.560000000001,2022-07-04,0.0022260815385187,2022.0,24.70179465130475,35.26603888155139,44.05668297103397,50.660911133461596,55.39477746003915,58.72983214802249,61.074237240666896,62.73048734766304,63.9099999999996,64.75753494844611,65.37190214533213,65.82089688521769,66.15145339788064
7,5505646,"MULTIPOLYGON (((-16.25 16.166666666666686, -16.25 16.25, -16.16666666666663 16.25, -16.16666666666663 16.166666666666686, -16.25 16.166666666666686)))",16.2083333333,-16.2083333333,8592.73,2022-07-04,0.0009682603782499,2022.0,2.3600058660852783,8.327213243561694,18.531929118313954,29.845449924926022,39.32439713215123,46.11310237604183,51.82673008834892,65.95110398355237,91.70999999999971,114.02480049851036,127.12326598088761,133.66712951088616,136.74901333883372
8,5505645,"MULTIPOLYGON (((-16.333333333333314 16.166666666666686, -16.333333333333314 16.25, -16.25 16.25, -16.25 16.166666666666686, -16.333333333333314 16.166666666666686)))",16.2083333333,-16.2916666667,8602.2,2022-07-04,0.0038734277277905,2022.0,25.175657453514834,33.58138396270235,42.67822959331524,51.945334001027256,61.18814083505521,70.67629243693696,81.22200066749805,94.18048819502759,111.32999999999983,134.6202751305824,165.83762453441344,206.2763726113356,256.50525386812683
9,5522926,"MULTIPOLYGON (((-16.25 16.5, -16.25 16.583333333333314, -16.16666666666663 16.583333333333314, -16.16666666666663 16.5, -16.25 16.5)))",16.5416666667,-16.2083333333,1952.78,2022-07-04,0.012254324603898,2022.0,0.44382778514182486,1.8588373173055674,5.128694957573307,11.363161950465948,25.761060716299315,58.21706361042414,111.0924724091269,166.9101107456668,211.03999999999985,241.63694996251724,261.784254747695,274.79246555046234,283.1324067111163
10,5522925,"MULTIPOLYGON (((-16.333333333333314 16.5, -16.333333333333314 16.583333333333314, -16.25 16.583333333333314, -16.25 16.5, -16.333333333333314 16.5)))",16.5416666667,-16.2916666667,865.6700000000001,2022-07-04,0.0232998717756188,2022.0,12.050491773090588,13.892447282826703,15.878390481365784,18.0444539334382,20.452952003889404,23.184958800880022,26.325211443951094,29.9437665880409,34.07999999999997,38.73324377261891,43.861670162761946,49.388403979504034,55.21223832719675
