,ID,geometry,latitude,longitude,aoi_area,date,p,year,2022-07-01,2022-07-06,2022-07-11,2022-07-16,2022-07-21,2022-07-26,2022-07-31,2022-08-05,2022-08-10,2022-08-15,2022-08-20,2022-08-25,2022-08-30,2022-09-04,2022-09-19,2022-09-24,2022-09-29
0,5509970,"MULTIPOLYGON (((-15.916666666666686 16.25, -15.916666666666686 16.33333333333337, -15.833333333333314 16.33333333333337, -15.833333333333314 16.25, -15.916666666666686 16.25)))",16.2916666667,-15.875,1114.78,2022-07-01,0.0,2022.0,5.167125508187859e-19,4.929123265982581e-11,9.93774023178698e-07,0.00019024474889202072,0.003581131971694967,0.023143504190443785,0.08486381878475932,0.18323588465980636,0.2716274057467128,0.32999999999991936,0.36345480141735204,0.3814752979581987,0.3909399262732519,0.3958708496818542,0.39843980542453244,0.39978325614238114,0.4004896323771909
1,5509969,"MULTIPOLYGON (((-16 16.25, -16 16.33333333333337, -15.916666666666686 16.33333333333337, -15.916666666666686 16.25, -16 16.25)))",16.2916666667,-15.9583333333,6401.76,2022-07-01,0.0003014795931118,2022.0,5.485553363070979e-10,5.700370167150064e-07,7.680396993110238e-05,0.0026423132301297337,0.0405492353332635,0.3561317371913105,1.8895158290065857,6.551859396799629,15.35957105379854,26.279999999999472,36.66406744600792,45.26756654908576,51.91296291879537,56.84963695861585,60.429857270364344,62.985665205436284,64.79098885216801
2,5505644,"MULTIPOLYGON (((-16.416666666666686 16.166666666666686, -16.416666666666686 16.25, -16.333333333333314 16.25, -16.333333333333314 16.166666666666686, -16.416666666666686 16.166666666666686)))",16.2083333333,-16.375,6766.41,2022-07-01,0.0028257229461413,2022.0,10.469315897264059,17.228666998770212,26.112266611422047,36.19773874515737,46.3252116098588,55.64404041404878,63.762036292413995,70.62342005660098,76.34250940908497,81.09000000000019,85.03592203735869,88.3279984171052,91.08725347895957,93.41045391385695,95.37445577553154,97.04047188441427,98.45762937287974
3,5505643,"MULTIPOLYGON (((-16.5 16.166666666666686, -16.5 16.25, -16.416666666666686 16.25, -16.416666666666686 16.166666666666686, -16.5 16.166666666666686)))",16.2083333333,-16.4583333333,1883.63,2022-07-01,0.0026225957327075,2022.0,4.240756391921148,7.037654775224973,10.805264653484354,15.071974457071432,19.251123987446615,22.985498451499975,26.166558025286836,28.821942095914892,31.026586955192553,32.860000000000014,34.3914197843135,35.67705753643175,36.761469308925264,37.679852546874216,38.46018275624404,39.12492341975106,39.692318008457704
4,5527255,"MULTIPOLYGON (((-15.5 16.583333333333314, -15.5 16.6666666666668, -15.416666666666686 16.6666666666668, -15.416666666666686 16.583333333333314, -15.5 16.583333333333314)))",16.625,-15.4583333333,223.7,2022-07-01,0.0004470272686633,2022.0,3.293977993466858e-06,0.00020036732306149153,0.003808072879687965,0.03566919686415085,0.22691143705824052,1.0497293449754392,3.399368097831991,7.619587579420434,12.186187186857374,15.73999999999999,18.129183287284555,19.649667098690795,20.60142952708644,21.19694617689797,21.57198678126218,21.81037932372345,21.963453261276
5,5505648,"MULTIPOLYGON (((-16.08333333333337 16.166666666666686, -16.08333333333337 16.25, -16 16.25, -16 16.166666666666686, -16.08333333333337 16.166666666666686)))",16.2083333333,-16.0416666667,6196.9,2022-07-01,0.0,2022.0,4.055984259091861e-16,2.3729590321077065e-10,2.124901250411673e-06,0.0007886196621117571,0.0427457616956414,0.6588216101531114,4.449979441208499,17.801270047541557,47.06019096428861,84.43000000000022,118.08994357855669,144.31569214344813,163.67385005524866,177.62311755542248,187.53305203882863,194.504445101758,199.37451550845742
6,5505647,"MULTIPOLYGON (((-16.16666666666663 16.166666666666686, -16.16666666666663 16.25, -16.08333333333337 16.25, -16.08333333333337 16.166666666666686, -16.16666666666663 16.166666666666686)))",16.2083333333,-16.125,8602.56,2022-07-01,0.0,2022.0,1.1904149752073131e-09,1.2370067218851682e-06,0.00016656984026100475,0.005699417026414318,0.08759355636668559,0.8385961664601028,4.820284480615318,16.738895980392726,36.57823393209558,57.02999999999932,73.08957656416976,84.21927933031503,91.5480481829857,96.28962591304715,99.3491961359193,101.33119443952884,102.62367213973562
7,5505646,"MULTIPOLYGON (((-16.25 16.166666666666686, -16.25 16.25, -16.16666666666663 16.25, -16.16666666666663 16.166666666666686, -16.25 16.166666666666686)))",16.2083333333,-16.2083333333,8592.73,2022-07-01,1.97841663825117e-05,2022.0,0.0015242013483549113,0.05467203155878669,0.5808121072384925,3.076091794594771,9.827709730224356,20.44914615765293,30.136888080121015,36.48568120367077,40.074283295615416,41.99000000000002,42.99435467342053,43.52001952865656,43.79654186640295,43.94311873042915,44.02146359385918,44.063680641509364,44.086602772603115
8,5505645,"MULTIPOLYGON (((-16.333333333333314 16.166666666666686, -16.333333333333314 16.25, -16.25 16.25, -16.25 16.166666666666686, -16.333333333333314 16.166666666666686)))",16.2083333333,-16.2916666667,8602.2,2022-07-01,0.0006091464974076,2022.0,1.352828622096063,2.53518331922455,4.526540860934662,7.666381418191302,12.20099583035927,18.00446972730949,24.56797381441291,31.293546445491373,37.73119296527819,43.629999999999434,48.89064232644288,53.50447456096183,57.50932733014687,60.96315837401128,63.92976882482188,66.47154919118921,68.64609573927153
9,5522926,"MULTIPOLYGON (((-16.25 16.5, -16.25 16.583333333333314, -16.16666666666663 16.583333333333314, -16.16666666666663 16.5, -16.25 16.5)))",16.5416666667,-16.2083333333,1952.78,2022-07-01,0.0003431006052909,2022.0,0.7815816072123252,1.3522545920711064,2.3190830986245254,3.943094255345511,6.642193027004429,11.015223999506308,17.22873422865391,24.550244578930396,31.954860359208695,38.75000000000002,44.657355155140294,49.65554820275193,53.83519472834579,57.31820379678269,60.222643517096714,62.650839609307866,64.68746752705083
