,ID,latitude,longitude,geometry,aoi_area,total_flooding_area,flooding_date,2019-07-03,2019-07-08,2019-07-15,2019-07-20,2019-07-27,2019-08-01,2019-08-08,2019-08-13,2019-08-20,2019-08-25,2019-09-01,2019-09-06,2019-09-13,2019-09-18,2019-09-25,2019-09-30,2019-10-07
0,ID0,15.961332706149511,-16.50340463792821,"POLYGON ((-16.508032585608092 15.956804195173698, -16.50809987401282 15.965796053968957, -16.498776488107644 15.965861169516739, -16.49870961531303 15.956869272153263, -16.508032585608092 15.956804195173698))",18.310000000000002,1.02,2019-07-03,0.05461496450027307,0.055161114145275796,0.055161114145275796,0.05570726379027852,0.05570726379027852,0.05570726379027852,0.05570726379027852,0.05570726379027852,0.05570726379027852,0.05570726379027852,0.05570726379027852,0.05570726379027852,0.05570726379027852,0.05570726379027852,0.05570726379027852,0.05570726379027852,0.05570726379027852
1,ID1,15.97032458036201,-16.503471739926397,"POLYGON ((-16.50809987401282 15.965796053968957, -16.50816720534679 15.9747879049892, -16.498843403566397 15.97485305910851, -16.498776488107644 15.965861169516739, -16.50809987401282 15.965796053968957))",87.97,1.0,2019-07-03,0.011367511651699443,0.011367511651699443,0.011367511651699443,0.011367511651699443,0.011367511651699443,0.011367511651699443,0.011367511651699443,0.011367511651699443,0.011367511651699443,0.011367511651699443,0.011367511651699443,0.011367511651699443,0.011367511651699443,0.011367511651699443,0.011367511651699443,0.011367511651699443,0.011367511651699443
2,ID2,15.97931644679917,-16.503538884725767,"POLYGON ((-16.50816720534679 15.9747879049892, -16.508234579618996 15.983779748230464, -16.49891036169823 15.983844940924621, -16.498843403566397 15.97485305910851, -16.50816720534679 15.9747879049892))",84.25,1.0,2019-07-03,0.011869436201780416,0.011869436201780416,0.011869436201780416,0.011869436201780416,0.011869436201780416,0.011869436201780416,0.011869436201780416,0.011869436201780416,0.011869436201780416,0.011869436201780416,0.011869436201780416,0.011869436201780416,0.011869436201780416,0.011869436201780416,0.011869436201780416,0.011869436201780416,0.011869436201780416
3,ID3,15.988308305457043,-16.50360607233529,"POLYGON ((-16.508234579618996 15.983779748230464, -16.508301996838455 15.9927715836888, -16.4989773625121 15.992836814961121, -16.49891036169823 15.983844940924621, -16.508234579618996 15.983779748230464))",83.9,1.0,2019-07-03,0.011918951132300357,0.011918951132300357,0.011918951132300357,0.011918951132300357,0.011918951132300357,0.011918951132300357,0.011918951132300357,0.011918951132300357,0.011918951132300357,0.011918951132300357,0.011918951132300357,0.011918951132300357,0.011918951132300357,0.011918951132300357,0.011918951132300357,0.011918951132300357,0.011918951132300357
4,ID4,15.997300156331663,-16.50367330276395,"POLYGON ((-16.508301996838455 15.9927715836888, -16.50836945701418 16.00176341136024, -16.49904440601696 16.00182868121405, -16.4989773625121 15.992836814961121, -16.508301996838455 15.9927715836888))",86.32000000000001,1.11,2019-07-03,0.012859128822984244,0.012859128822984244,0.012859128822984244,0.012859128822984244,0.012859128822984244,0.012859128822984244,0.012859128822984244,0.012859128822984244,0.012859128822984244,0.012859128822984244,0.012859128822984244,0.012859128822984244,0.012859128822984244,0.012859128822984244,0.012859128822984244,0.012859128822984244,0.012859128822984244
5,ID5,16.006291999419076,-16.503740576020736,"POLYGON ((-16.50836945701418 16.00176341136024, -16.508436960155194 16.01075523124084, -16.499111492221786 16.010820539679465, -16.49904440601696 16.00182868121405, -16.50836945701418 16.00176341136024))",71.45,1.69,2019-07-03,0.014135759272218334,0.018754373687893632,0.018754373687893632,0.019874037788663403,0.019874037788663403,0.02085374387683695,0.02085374387683695,0.02085374387683695,0.02085374387683695,0.022533240027991605,0.022533240027991605,0.02281315605318405,0.02281315605318405,0.023652904128761375,0.023652904128761375,0.023652904128761375,0.023652904128761375
6,ID6,16.015283834715337,-16.503807892114644,"POLYGON ((-16.508436960155194 16.01075523124084, -16.508504506270526 16.019747043326646, -16.499178621135552 16.019812390353408, -16.499111492221786 16.010820539679465, -16.508436960155194 16.01075523124084))",53.080000000000005,2.58,2019-07-03,0.018839487565938205,0.029766390354182364,0.029766390354182364,0.03033157498116051,0.03033157498116051,0.03918613413715147,0.03918613413715147,0.03918613413715147,0.03918613413715147,0.04069329314242653,0.04069329314242653,0.042577241899020346,0.042577241899020346,0.04351921627731726,0.04351921627731726,0.048605877920120576,0.048605877920120576
7,ID7,16.0242756622165,-16.503875251054694,"POLYGON ((-16.508504506270526 16.019747043326646, -16.508572095369214 16.02873884761371, -16.499245792767233 16.028804233231934, -16.499178621135552 16.019812390353408, -16.508504506270526 16.019747043326646))",26.51,1.0,2019-07-03,0.03772161448509996,0.03772161448509996,0.03772161448509996,0.03772161448509996,0.03772161448509996,0.03772161448509996,0.03772161448509996,0.03772161448509996,0.03772161448509996,0.03772161448509996,0.03772161448509996,0.03772161448509996,0.03772161448509996,0.03772161448509996,0.03772161448509996,0.03772161448509996,0.03772161448509996
8,ID8,16.0332674819186,-16.50394265284988,"POLYGON ((-16.508572095369214 16.02873884761371, -16.5086397274603 16.037730644098065, -16.49931300712582 16.037796068311092, -16.499245792767233 16.028804233231934, -16.508572095369214 16.02873884761371))",3.52,1.0,2019-07-03,0.2840909090909091,0.2840909090909091,0.2840909090909091,0.2840909090909091,0.2840909090909091,0.2840909090909091,0.2840909090909091,0.2840909090909091,0.2840909090909091,0.2840909090909091,0.2840909090909091,0.2840909090909091,0.2840909090909091,0.2840909090909091,0.2840909090909091,0.2840909090909091,0.2840909090909091
9,ID9,15.934421816161318,-16.493881634758157,"POLYGON ((-16.498509252824615 15.929893533472136, -16.498575997680444 15.938885454127009, -16.48925381490999 15.938950051235997, -16.489187484878272 15.929958092261732, -16.498509252824615 15.929893533472136))",7.62,0.25,2019-07-08,0.0,0.009186351706036747,0.009186351706036747,0.015748031496062992,0.015748031496062992,0.024934383202099737,0.024934383202099737,0.028871391076115485,0.028871391076115485,0.028871391076115485,0.028871391076115485,0.03280839895013123,0.03280839895013123,0.03280839895013123,0.03280839895013123,0.03280839895013123,0.03280839895013123
10,ID10,15.943413752116598,-16.493948193454543,"POLYGON ((-16.498575997680444 15.938885454127009, -16.498642785173608 15.94787736702203, -16.489320187314096 15.947942002453715, -16.48925381490999 15.938950051235997, -16.498575997680444 15.938885454127009))",62.7,2.02,2019-08-01,0.0,0.00733652312599681,0.00733652312599681,0.01419457735247209,0.01419457735247209,0.028229665071770334,0.028229665071770334,0.030622009569377988,0.030622009569377988,0.030622009569377988,0.030622009569377988,0.03189792663476874,0.03189792663476874,0.03189792663476874,0.03189792663476874,0.03221690590111642,0.03221690590111642
11,ID11,15.9524056803117,-16.494014794660227,"POLYGON ((-16.498642785173608 15.94787736702203, -16.49870961531303 15.956869272153263, -16.489386602099465 15.956933945910922, -16.489320187314096 15.947942002453715, -16.498642785173608 15.94787736702203))",96.87,2.2700000000000005,2019-07-20,0.0,0.003509858573345721,0.003509858573345721,0.016207288118096415,0.016207288118096415,0.016826674925157423,0.016826674925157423,0.022091462785176003,0.022091462785176003,0.022091462785176003,0.022091462785176003,0.02291731186125735,0.02291731186125735,0.02302054299576752,0.02302054299576752,0.02343346753380819,0.02343346753380819
12,ID12,15.961397600742677,-16.494081438384136,"POLYGON ((-16.49870961531303 15.956869272153263, -16.498776488107644 15.965861169516739, -16.48945305927497 15.965925881603667, -16.489386602099465 15.956933945910922, -16.49870961531303 15.956869272153263))",100.71000000000001,1.94,2019-08-13,0.0,0.002879555158375534,0.002879555158375534,0.006652765365902095,0.006652765365902095,0.01161751563896336,0.01161751563896336,0.0168801509284083,0.0168801509284083,0.01757521596663688,0.01757521596663688,0.017674510972098104,0.017674510972098104,0.01926323105947771,0.01926323105947771,0.01926323105947771,0.01926323105947771
13,ID13,15.970389513405571,-16.494148124635167,"POLYGON ((-16.498776488107644 15.965861169516739, -16.498843403566397 15.97485305910851, -16.4895195588495 15.974917809528, -16.48945305927497 15.965925881603667, -16.498776488107644 15.965861169516739))",104.14,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,ID14,15.979381418296432,-16.494214853422232,"POLYGON ((-16.498843403566397 15.97485305910851, -16.49891036169823 15.983844940924621, -16.489586100831946 15.983909729679974, -16.4895195588495 15.974917809528, -16.498843403566397 15.97485305910851))",103.87,0.92,2019-09-18,0.0,0.0007701935111196688,0.0007701935111196688,0.001444112833349379,0.001444112833349379,0.001444112833349379,0.001444112833349379,0.002984499855588717,0.002984499855588717,0.0038509675555983445,0.0038509675555983445,0.004428612688938096,0.004428612688938096,0.008857225377876192,0.008857225377876192,0.008857225377876192,0.008857225377876192
15,ID15,15.988373315411309,-16.49428162475426,"POLYGON ((-16.49891036169823 15.983844940924621, -16.4989773625121 15.992836814961121, -16.48965268523121 15.992901642055628, -16.489586100831946 15.983909729679974, -16.49891036169823 15.983844940924621))",103.88000000000001,0.11000000000000001,2019-09-18,0.0,0.0003850596842510589,0.0003850596842510589,0.00048132460531382363,0.00048132460531382363,0.00048132460531382363,0.00048132460531382363,0.00048132460531382363,0.00048132460531382363,0.00048132460531382363,0.00048132460531382363,0.00048132460531382363,0.00048132460531382363,0.001058914131690412,0.001058914131690412,0.001058914131690412,0.001058914131690412
