,ID,geometry,latitude,longitude,aoi_area,date,p,year,2022-07-31,2022-08-02,2022-08-05,2022-08-07,2022-08-10,2022-08-12,2022-08-15,2022-08-17,2022-08-20,2022-08-22,2022-08-25,2022-08-27,2022-08-30,2022-09-01,2022-09-04,2022-09-06,2022-09-11,2022-09-16,2022-09-19,2022-09-24,2022-09-26,2022-09-29
0,5509970,"MULTIPOLYGON (((-15.916666666666686 16.25, -15.916666666666686 16.33333333333337, -15.833333333333314 16.33333333333337, -15.833333333333314 16.25, -15.916666666666686 16.25)))",16.2916666667,-15.875,1114.78,2022-07-31,0.0,2022.0,0.00879512620250429,0.021217667997471552,0.04279420678428564,0.08199755542104083,0.15727448225482232,0.278890563172382,0.44915743454244533,0.6619588084125291,0.8631719110464112,1.00754460526894,1.0968682176478757,1.1491441766613246,1.179411885506983,1.1970719324811627,1.2075221094496962,1.2138021992863146,1.2176324536552574,1.2199999999999112,1.2214807881741117,1.2224165313193833,1.2230131672379714,1.2233965717180613
1,5509969,"MULTIPOLYGON (((-16 16.25, -16 16.33333333333337, -15.916666666666686 16.33333333333337, -15.916666666666686 16.25, -16 16.25)))",16.2916666667,-15.9583333333,6401.76,2022-07-31,0.0003483417060308,2022.0,0.3932311168429281,1.003747143528026,2.3456106618865586,5.0426247000141124,9.839992784604117,17.601832070110117,27.866193588311205,37.453572685263445,44.286185990634685,48.51873376781327,50.98992660682006,52.40602827471633,53.218037359618805,53.68821856538852,53.96428047750003,54.12890373010286,54.22863900908407,54.28999999999983,54.32830527775506,54.35254285510919,54.368069620089734,54.378127787555364
2,5505644,"MULTIPOLYGON (((-16.416666666666686 16.166666666666686, -16.416666666666686 16.25, -16.333333333333314 16.25, -16.333333333333314 16.166666666666686, -16.416666666666686 16.166666666666686)))",16.2083333333,-16.375,6766.410000000001,2022-07-31,0.0086293913611501,2022.0,25.616400186833246,39.72420156580334,55.022363972723085,69.3881880521479,81.56369450638213,91.24957005536888,98.68468965901604,104.28718366621266,108.47275897287372,111.59048694825047,113.9129489959048,115.64585219747569,116.94199051108896,117.9141142582442,118.64528792952203,119.19676420091838,119.61381508635513,119.92999999999971,120.17027626337472,120.35326507552212,120.49290503357517,120.5996621125171
3,5505643,"MULTIPOLYGON (((-16.5 16.166666666666686, -16.5 16.25, -16.416666666666686 16.25, -16.416666666666686 16.166666666666686, -16.5 16.166666666666686)))",16.2083333333,-16.4583333333,1883.63,2022-07-31,0.0122157748602432,2022.0,8.495731725186442,13.98056457894456,19.710255082700673,24.370741595001196,27.637758492589235,29.77167503370185,31.131092610111324,31.996953076392103,32.55548725860993,32.92259205052177,33.16895441001559,33.33772515405843,33.45556439290094,33.539242978004154,33.59953392423371,33.64351034491869,33.67591669891748,33.69999999999986,33.71802326022504,33.73158924771328,33.74184902297787,33.74963911739093
4,5527255,"MULTIPOLYGON (((-15.5 16.583333333333314, -15.5 16.6666666666668, -15.416666666666686 16.6666666666668, -15.416666666666686 16.583333333333314, -15.5 16.583333333333314)))",16.625,-15.4583333333,223.7,2022-07-31,0.0021010281627179,2022.0,0.6301720220866589,1.5302313237105278,3.098457061444006,5.577386596541719,9.124291776317545,13.33712647305291,17.389265997165836,20.724642731688437,23.22483465402198,25.008463029481558,26.25232110717802,27.11320211477285,27.7093535940082,28.124140042198324,28.41468130400686,28.619724822005562,28.76553753273753,28.869999999999987,28.945364648905304,29.00009263981697,29.040074875578224,29.069446297624527
5,5505648,"MULTIPOLYGON (((-16.08333333333337 16.166666666666686, -16.08333333333337 16.25, -16 16.25, -16 16.166666666666686, -16.08333333333337 16.166666666666686)))",16.2083333333,-16.0416666667,6196.900000000001,2022-07-31,0.0001968726298633,2022.0,0.8539180614088407,2.7895540526108484,7.773658750374876,18.281304728833685,36.203177851675825,59.71813799602069,81.42816501640706,96.72132076248884,106.02203834389329,111.3241255578209,114.2833706949662,115.93448499961956,116.86405468920721,117.39407797448983,117.70043277569191,117.87986336365795,117.98624245737768,118.04999999999964,118.08857631185371,118.11210746798744,118.1265607641306,118.13549010662994
6,5505647,"MULTIPOLYGON (((-16.16666666666663 16.166666666666686, -16.16666666666663 16.25, -16.08333333333337 16.25, -16.08333333333337 16.166666666666686, -16.16666666666663 16.166666666666686)))",16.2083333333,-16.125,8602.560000000001,2022-07-31,0.0009927277461592,2022.0,0.6962271367839037,2.2744294449648654,6.342858643792715,14.974606732824322,29.13824025000799,46.769490358388396,63.47648328344701,76.07459792002405,84.31359551992986,89.32003995983241,92.26208738164975,93.96925697444307,94.95771813790631,95.5317662467661,95.86697120297724,96.06398346427409,96.18056038663462,96.24999999999982,96.29162218438786,96.3167161949661,96.3319263248528,96.34119045260731
7,5505646,"MULTIPOLYGON (((-16.25 16.166666666666686, -16.25 16.25, -16.16666666666663 16.25, -16.16666666666663 16.166666666666686, -16.25 16.166666666666686)))",16.2083333333,-16.2083333333,8592.73,2022-07-31,0.0041011413136453,2022.0,10.03058784078643,15.127620270999794,21.924070972062708,30.557346645096995,40.552850500408276,50.93215919691029,60.44424946840173,68.21560731638881,74.06618695464573,78.26462418776529,81.20927580035821,83.26028557219661,84.69220175562225,85.69918537609634,86.41411197550276,86.9268903440403,87.29836961823568,87.56999999999985,87.77029427480866,87.91908780251114,88.0303411233237,88.11399249886611
8,5505645,"MULTIPOLYGON (((-16.333333333333314 16.166666666666686, -16.333333333333314 16.25, -16.25 16.25, -16.25 16.166666666666686, -16.333333333333314 16.166666666666686)))",16.2083333333,-16.2916666667,8602.2,2022-07-31,0.0028050963706958,2022.0,0.7267050863639284,1.7840922171853364,3.7362884265509138,7.4670158175495756,14.624645437120416,26.004742151090607,41.19204784839252,57.77407491799806,71.98112344879068,82.2223417707048,88.98500424988056,93.29683332877788,96.02136334479657,97.74735801387816,98.84875034793576,99.5577861383115,100.01832955276873,100.31999999999933,100.51912809357717,100.6514772425192,100.73998092696276,100.79948467150979
9,5522926,"MULTIPOLYGON (((-16.25 16.5, -16.25 16.583333333333314, -16.16666666666663 16.583333333333314, -16.16666666666663 16.5, -16.25 16.5)))",16.5416666667,-16.2083333333,1952.78,2022-07-31,0.0061655690861233,2022.0,0.008127135870665348,0.0918008410268719,0.5090168302368571,1.7635570542781356,4.66153329942854,10.608534048700447,22.145498414231593,42.65421698586122,73.03241126499974,109.93177293832389,146.23186278882082,175.92061262193545,197.39267000723538,211.890306364377,221.35347267514703,227.44532614311035,231.35477374483514,233.87,235.49686287177587,236.55607154522593,237.25052354784435,237.70898338586048
