,ID,Latitude,Longitude,nasapid,LatNP,LonNP,geometry,aoi_area,total_flooding_area,flooding_date,2022-07-01,2022-07-03,2022-07-06,2022-07-08,2022-07-11,2022-07-13,2022-07-16,2022-07-21,2022-07-23,2022-07-26,2022-07-31,2022-08-02,2022-08-05,2022-08-07,2022-08-10,2022-08-12,2022-08-15,2022-08-17,2022-08-20,2022-08-22,2022-08-25,2022-08-27,2022-08-30,2022-09-01,2022-09-04,2022-09-06,2022-09-11,2022-09-16,2022-09-19,2022-09-24,2022-09-26,2022-09-29
0,5509970,16.2916666667,-15.875,152969,16.25,-15.75,"MULTIPOLYGON (((-15.916666666666686 16.25, -15.916666666666686 16.33333333333337, -15.833333333333314 16.33333333333337, -15.833333333333314 16.25, -15.916666666666686 16.25)))",1114.78,1.7200000000000002,2022-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002870521537881914,0.0002870521537881914,0.0002870521537881914,0.0002870521537881914,0.0002960225335940724,0.0002960225335940724,0.0010943863363174797,0.0010943863363174797,0.0010943863363174797,0.0010943863363174797,0.0010943863363174797,0.0010943863363174797,0.0010943863363174797,0.0010943863363174797,0.0010943863363174797,0.0010943863363174797,0.0013365865910762661,0.0015429053266115286,0.0015429053266115286,0.0015429053266115286
1,5509969,16.2916666667,-15.9583333333,152969,16.25,-15.75,"MULTIPOLYGON (((-16 16.25, -16 16.33333333333337, -15.916666666666686 16.33333333333337, -15.916666666666686 16.25, -16 16.25)))",6401.76,64.19,2022-08-20,0.00030147959311189424,0.00030147959311189424,0.00030147959311189424,0.00030147959311189424,0.0003030416635425258,0.0003030416635425258,0.0003030416635425258,0.0003030416635425258,0.0003030416635425258,0.00034834170603084154,0.00034834170603084154,0.00034834170603084154,0.000438941791007473,0.000438941791007473,0.0031991202419334687,0.0031991202419334687,0.004105121091699783,0.004105121091699783,0.008447676888855565,0.008447676888855565,0.008455487241008723,0.008455487241008723,0.008480480367898828,0.008480480367898828,0.008480480367898828,0.008480480367898828,0.008480480367898828,0.008480480367898828,0.00873041163679988,0.010026930094224088,0.010026930094224088,0.010026930094224088
2,5505644,16.2083333333,-16.375,152968,16.25,-16.25,"MULTIPOLYGON (((-16.416666666666686 16.166666666666686, -16.416666666666686 16.25, -16.333333333333314 16.25, -16.333333333333314 16.166666666666686, -16.416666666666686 16.166666666666686)))",6766.410000000001,151.82,2022-08-20,0.0028257229461413065,0.0028257229461413065,0.0028286787232816215,0.0028286787232816215,0.004370116501955985,0.004370116501955985,0.0055007012581265394,0.006069688357637211,0.006069688357637211,0.008626435584009837,0.008629391361150152,0.008629391361150152,0.008873242975226153,0.008873242975226153,0.010992535184832133,0.010992535184832133,0.011984198415407874,0.011984198415407874,0.015720300720766255,0.015720300720766255,0.015801584592124922,0.015801584592124922,0.017724317621899945,0.017724317621899945,0.017724317621899945,0.017724317621899945,0.017724317621899945,0.017724317621899945,0.019722422968753,0.02243139271785186,0.02243139271785186,0.02243730427213249
3,5505643,16.2083333333,-16.4583333333,152968,16.25,-16.25,"MULTIPOLYGON (((-16.5 16.166666666666686, -16.5 16.25, -16.416666666666686 16.25, -16.416666666666686 16.166666666666686, -16.5 16.166666666666686)))",1883.63,34.93,2022-07-11,0.0026225957327075913,0.0026225957327075913,0.0026225957327075913,0.0026225957327075913,0.007474928728041071,0.007474928728041071,0.01078237233426947,0.01086200580793468,0.01086200580793468,0.012215774860243254,0.012215774860243254,0.012215774860243254,0.012337879519863242,0.012337879519863242,0.014615396866688255,0.014615396866688255,0.017445039630925394,0.017445039630925394,0.017800735813296668,0.017800735813296668,0.017800735813296668,0.017800735813296668,0.017890987083450573,0.017890987083450573,0.017890987083450573,0.017890987083450573,0.017890987083450573,0.017890987083450573,0.018310390044754016,0.0185439815675053,0.0185439815675053,0.0185439815675053
4,5527255,16.625,-15.4583333333,153690,16.75,-15.25,"MULTIPOLYGON (((-15.5 16.583333333333314, -15.5 16.6666666666668, -15.416666666666686 16.6666666666668, -15.416666666666686 16.583333333333314, -15.5 16.583333333333314)))",223.70000000000002,34.61,2022-08-05,0.0004470272686633885,0.0010728654447921323,0.0010728654447921323,0.001117568171658471,0.001117568171658471,0.0012516763522574877,0.0019222172552525703,0.0021010281627179255,0.0021010281627179255,0.0021010281627179255,0.0021010281627179255,0.005543138131426017,0.04725078229772016,0.058694680375502906,0.058694680375502906,0.07036209208761735,0.07036209208761735,0.07036209208761735,0.10500670540902995,0.10500670540902995,0.11327670987930263,0.1148413053196245,0.1148413053196245,0.1148413053196245,0.1148413053196245,0.1170317389360751,0.12829682610639248,0.12905677246312025,0.12905677246312025,0.14318283415288333,0.15471613768439874,0.15471613768439874
5,5505648,16.2083333333,-16.0416666667,152968,16.25,-16.25,"MULTIPOLYGON (((-16.08333333333337 16.166666666666686, -16.08333333333337 16.25, -16 16.25, -16 16.166666666666686, -16.08333333333337 16.166666666666686)))",6196.900000000001,134.0,2022-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019687262986331874,0.00019687262986331874,0.00019687262986331874,0.000296922654875825,0.000296922654875825,0.01145895528409366,0.01145895528409366,0.013624554212590166,0.013624554212590166,0.01849311752650519,0.01849311752650519,0.01849311752650519,0.01849311752650519,0.019049847504397362,0.019049847504397362,0.019049847504397362,0.019049847504397362,0.019049847504397362,0.019049847504397362,0.020933047168745667,0.02162371508334813,0.02162371508334813,0.02162371508334813
6,5505647,16.2083333333,-16.125,152968,16.25,-16.25,"MULTIPOLYGON (((-16.16666666666663 16.166666666666686, -16.16666666666663 16.25, -16.08333333333337 16.25, -16.08333333333337 16.166666666666686, -16.16666666666663 16.166666666666686)))",8602.560000000001,97.92000000000002,2022-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009927277461592827,0.0009927277461592827,0.0009927277461592827,0.0011380333296135102,0.0011380333296135102,0.005852908901536286,0.005852908901536286,0.006629421939515679,0.006629421939515679,0.010845608749023546,0.010845608749023546,0.010845608749023546,0.010845608749023546,0.011188529925975523,0.011188529925975523,0.011188529925975523,0.011188529925975523,0.011188529925975523,0.011188529925975523,0.011252464382695383,0.01138265818547037,0.01138265818547037,0.01138265818547037
7,5505646,16.2083333333,-16.2083333333,152968,16.25,-16.25,"MULTIPOLYGON (((-16.25 16.166666666666686, -16.25 16.25, -16.16666666666663 16.25, -16.16666666666663 16.166666666666686, -16.25 16.166666666666686)))",8592.73,112.83,2022-08-20,1.978416638251173e-05,1.978416638251173e-05,1.978416638251173e-05,1.978416638251173e-05,0.00011404990032271467,0.00011404990032271467,0.0002897798487791424,0.0004340878859221691,0.0004340878859221691,0.004101141313645373,0.004101141313645373,0.004101141313645373,0.004296655428484312,0.004296655428484312,0.004588762826249633,0.004588762826249633,0.004886689096480398,0.004886689096480398,0.009975874954758268,0.009975874954758268,0.010003805542592403,0.010003805542592403,0.01019117323597972,0.01019117323597972,0.01019117323597972,0.01019117323597972,0.01019117323597972,0.01019117323597972,0.011928688554161486,0.013130867605522345,0.013130867605522345,0.013130867605522345
8,5505645,16.2083333333,-16.2916666667,152968,16.25,-16.25,"MULTIPOLYGON (((-16.333333333333314 16.166666666666686, -16.333333333333314 16.25, -16.25 16.25, -16.25 16.166666666666686, -16.333333333333314 16.166666666666686)))",8602.2,122.80000000000003,2022-08-20,0.0006091464974076399,0.0006091464974076399,0.0006091464974076399,0.0006091464974076399,0.0008893073864825277,0.0008893073864825277,0.0009869568249982563,0.0011218060496152149,0.0011218060496152149,0.0028050963706958685,0.0028050963706958685,0.0028050963706958685,0.002980632861361047,0.002980632861361047,0.0031259445258189763,0.0031259445258189763,0.005071958336239566,0.005071958336239566,0.009873055729929553,0.009873055729929553,0.009910255516030782,0.009910255516030782,0.01166213294273558,0.01166213294273558,0.01166213294273558,0.01166213294273558,0.01166213294273558,0.01166213294273558,0.01235962893213364,0.014256818023296366,0.014256818023296366,0.014275417916346981
9,5522926,16.5416666667,-16.2083333333,153688,16.75,-16.25,"MULTIPOLYGON (((-16.25 16.5, -16.25 16.583333333333314, -16.16666666666663 16.583333333333314, -16.16666666666663 16.5, -16.25 16.5)))",1952.7800000000002,273.33000000000004,2022-08-30,0.00034310060529091856,0.00034310060529091856,0.0005837831194502196,0.0005837831194502196,0.0045115169143477496,0.0045115169143477496,0.005489609684654697,0.005919765667407491,0.005919765667407491,0.006165569086123372,0.006165569086123372,0.006165569086123372,0.01118405555157263,0.01118405555157263,0.014973524923442477,0.014973524923442477,0.019843505156750887,0.019843505156750887,0.06157887729288501,0.06157887729288501,0.061834922520714056,0.061834922520714056,0.1197625948647569,0.1197625948647569,0.1197625948647569,0.1197625948647569,0.1197625948647569,0.1197625948647569,0.13397310500926884,0.13996968424502504,0.13996968424502504,0.13996968424502504
